,label,title,description,generated_description
2105,1,Malaysia expects to resume poultry exports to Singapore soon,By Channel NewsAsia #39;s Malaysia Correspondent Melissa Goh. KUALA LUMPUR : Malaysia expects to resume export of poultry and eggs from two states to Singapore by the end of this month but only after meeting conditions set by the island.,"Malaysian poultry exporters are expected to resume exports to Singapore soon, the government said on Thursday."
2106,4,Viruses Aimed at Microsoft Rise Sharply-Symantec,"&lt;p&gt;\&lt;/p&gt;&lt;p&gt; SAN FRANCISCO (Reuters) - The number of new viruses and\worms aimed at Microsoft Corp.'s &lt;MSFT.O&gt; ubiquitous Windows\operating system rose 400 percent between January and June from\the same year-earlier period, leading computer security company\Symantec said on Sunday.&lt;/p&gt;","Microsoft Corp. (MSFT.N: Quote, Profile, Research) on Tuesday said it has a new anti-virus program that will help protect its customers from viruses and malware."
2107,4,Yahoo Launching Music Download Service This Year,"Yahoo Launching Music Download Service This Year\\After its \$160 million aquisition of MusicMatch, Yahoo is expected to be releasing its own music download service at the end of the year. According to ZDNet, Yahoo has been in the development phase of its music download service since last year, working with ...","Yahoo Inc. is launching a new music download service this year, a move that will help users get more music from their iPods and other devices."
2108,1,Car Bomb Kills Three in Mosul (AP),"AP - A car bomb exploded in the northern Iraq city of Mosul on Monday, killing three people, hospital police said.","AP - A car bomb in Mosul killed three people and injured four others, authorities said on Tuesday."
2109,2,HOW DOES MONTGOMERIE RANK AMONG THE GREATS?,Scotland #39;s Colin Montgomerie sank the winning putt at the 35th Ryder Cup at Oakland Hills in Detroit to ensure the trophy remained in European hands and maintain his unbeaten record in singles matches in the competition.,"MONTGOMERIE, Calif. - The defending champions of the American League have been a surprise to the fans of the Montreal Expos, who have been a part of the team's history."
2110,2,United Apology over Website Abuse,Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit on its own website.,United Airlines has apologized to the company for a website abuse scandal that allegedly sparked a slew of complaints from users.
2111,3,Oil Hits \$46 as YUKOS Cuts China Supply, LONDON (Reuters) - Oil prices hit \$46 on Monday after  Russia's YUKOS suspended some oil exports to China and concern  lingered over storm-related supply disruptions into the United  States.,"YUKOS, the world #39;s largest oil producer, cut supplies to China on Friday as oil prices climbed to $46."
2112,4,WebEx Launches Sales Center,"WebEx Communications is expanding its Web conferencing service with an offering designed for sales professionals, the company plans to announce this week.","WebEx Corp., the world #39;s largest online retailer, has launched its new sales center, which will help customers find and sell WebEx products."
2113,4,IT companies put to the loyalty test,"Cisco, IBM, Microsoft and SAP have the most loyal customers in IT, according to a report released today. The fact that they are some of the biggest, most successful IT vendors in ","IT companies are putting their loyalty to the test of time, and they have been rewarded with a quot;sacred quot; quot; loyalty test quot;."
2114,2,Bekele and Isinbayeva win Athletes of the Year titles in Monaco,"Monte-Carlo - Olympic champions Kenenisa Bekele of Ethiopia and Yelena Isinbayeva of Russia have been announced as the 2004 Athletes of the Year on stage tonight at the climax to the spectacular 2004 World Athletics Gala at the Grimaldi Forum, Monte-Carlo ",MONTREAL (Reuters) - Olympic gold medallists Bekele and Isinbayeva won the Athletes of the Year title in Monaco on Sunday.
2115,4,Viruses keep on growing,"Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.","Viruses are growing in number, and the number of viruses that can cause a virus to spread is on the rise."
2116,3,New York Times Co. Cuts 2004 Profit Targets," NEW YORK (Reuters) - New York Times Co. on Monday forecast  third-quarter and full-year earnings below Wall Street's  average targets on weak revenue so far in September, sending  its shares to two-year lows.","New York Times Co. (NYSE:NYT) on Tuesday cut its 2004 profit target by $1 billion, a move that would have helped the company to regain its share of the market."
2117,3,IMF's Rato says US should cut budget deficit (AFP),"AFP - The United States should cuts its fiscal and trade deficits, while Europe and Japan should take steps to boost economic growth, IMF managing director Rodrigo Rato revealed.","AFP - The International Monetary Fund's (IMF) chief economist, Mario Rato, said the US should cut its deficit by $100 billion by the end of the year."
2118,1,"Attackers shoot, burn villagers in east Congo, killing 14, UN says (Canadian Press)","Canadian Press - KINSHASA, Congo (AP) - Attackers overran a sleeping village in east Congo's lawless Ituri province Monday and slaughtered 14 residents, including seven children who were burned alive, a UN spokeswoman said.","Canadian Press - A group of militants shot and burned villagers in the east of Congo, killing 14 people, the United Nations said on Thursday."
2119,2,Patriots Down Cardinals 23 - 12 Game Stats,The New England Patriots Struggled to put the pesky Arizona Cardinals away in what should have been an easy victory of mismatched teams.,The Patriots beat the Cardinals 23-23 on Sunday night in a game that was billed as a rematch of the NFL #39;s best-of-three series.
2120,3,Rogers Wireless Whistles and Fido Responds,"Its official. Microcell Telecommunications Fido wireless service will be the new dog in Rogers Wireless Communications Canadian kennel, and that puppy wasnt cheap.","Rogers Wireless Inc., the world #39;s largest wireless provider, said on Tuesday it is resolving a dispute over its wireless network and will respond to the dispute with Fido Wireless Inc."
2121,3,IMF to Close Harare Office,"THE International Monetary Fund (IMF) is closing down its Harare representative office at the end of this month, virtually terminating threadbare relations with the crisis-racked southern African nation.","The International Monetary Fund (IMF) has agreed to close its Harare office, a move that would have prompted the government to close its offices in the capital."
2122,4,Hyperion targets broader base,New Essbase 7X is intended to draw customers beyond Hyperion's usual corporate-finance crowd.,Hyperion Inc. (Hyperion.com) is a software company that has been focusing on the Internet for more than a decade.
2123,3,FACTBOX-US Fed policymakers #39; recent comments,"The Federal Reserve is widely expected to raise the federal funds rate at its policy meeting on Tuesday, Sept. 21, despite recent mixed economic news.","FACTBOX - The Federal Reserve has made some of its most recent comments on the economy, a move that could help the economy."
2124,3,AOL pushes into Internet shopping,"Looking for new ways to boost its revenue, America Online is launching an online shopping service that won #39;t require an AOL account to access.","AOL is pushing into the Internet shopping market, a move that could help consumers save money."
2125,1,"Tropical Storm Jeanne Kills 250 in Northern Haiti, UN Reports","Tropical Storm Jeanne killed at least 250 people and injured at least 380 in northern Haiti, the United Nations said. UN spokeswoman Denise Cook said the bodies of 250 people were in ","SAN FRANCISCO (Reuters) - Tropical Storm Jeanne killed 250 people in northern Haiti on Wednesday, the United Nations said."
2126,4,Bush Scraps Most U.S. Sanctions on Libya (Reuters),Reuters - President Bush on Monday formally\ended the U.S. trade embargo on Libya to reward it for giving\up weapons of mass destruction but left in place U.S.\terrorism-related sanctions.,"Reuters - President Bush scrapped most of the sanctions against Libya on Monday, a move that would have been welcomed by the United States."
2127,3,Pfizer buys 5 percent stake in Medarex,"BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in biotechnology researcher Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman.","Pfizer Inc., the world #39;s largest pharmaceutical company, has bought a 5 percent stake in Medarex, the world #39;s largest pharmaceutical company, for $1 billion."
2128,4,International Space Station Crew Begins Preflight Exams,"MOSCOW (AP) -- The replacement crew for the International Space Station started two days of preflight exams Monday, part of final preparations to relieve the two-man Russian-American crew finishing a six-month mission.    Russian cosmonaut Salizhan Sharipov and U.S...","The crew of the International Space Station will begin preflight exams on Wednesday, a day after the crew of the International Space Station was sworn in."
2129,4,Video: Taking It with You,What kind of things do you want to be truly portable? That #39;s become an interesting question now that so much is digital in our lives.,"The newest video from the acclaimed documentary ""The Last Day of the World"" is a video that shows the world #39;s most famous and enduring comedian, a man who has been a part of the film industry for more than a decade."
2130,4,Avoid Security Tools You Don't Need,"Many technologies may be a waste of time and money, researcher says.",The security tools you don't need to protect your computer from hackers aren't the only ones that can help you.
2131,4,"US ponders \$250,000 bounty on spammers","Authorities in the US are considering a \$250,000 bounty on spammers in an attempt to close them down. The US Federal Trade Commission (FTC) has suggested rewards of anything from \$100,000 to \$250,000 for information.","US officials are considering a $250,000 bounty on spammers who snoop on the Internet."
2132,2,Aussies ponder pace quartet,AUSTRALIA could again use a four-strong pace attack in tomorrow #39;s Champions Trophy semifinal as it bids to stretch its winning streak against England in one-day internationals to 15 matches.,Aussies ponder whether to add pace to their quartet of pace quartets.
2133,4,Sun Sets Sights on Linux Vendors (AP),"AP - After years of battling Microsoft Corp., Sun Microsystems Inc. has set its sights on Linux vendors, seeking to jump into a low-end but high-volume market it's been accused of ignoring.","AP - Sun Corp. has set up a watchdog to monitor the Linux distribution of its Linux operating system, a move that could help the company avoid bankruptcy."
2134,1,"France, Brazil lead charge for new global anti-poverty campaign","UNITED NATIONS : The presidents of Brazil and France called for new efforts to fight poverty and hunger in the developing world, including the controversial creation of an international tax, to combat the negative effects of globalization.","France and Brazil are leading the charge for a new global anti-poverty campaign, a joint effort by the United Nations and the European Union."
2135,1,The power of radio helps to end Uganda #39;s long war,"When Kenneth Banya heard the voices of his former rebel colleagues on the radio calling for an end to Uganda #39;s 18-year civil war, he knew it was time to surrender.",The power of radio helped end Uganda #39;s long war in the Congo.
2136,2,HEAP OF TROUBLE FOR RAVENS,The Baltimore Ravens could be without one of their main offensive weapons for up to a month. Ravens coach Brian Billick said on Monday that two-time Pro Bowl tight end Todd Heap could miss two to four weeks with a severely sprained right ankle.,"The sluggers have been battling for the first time in their career, and the team is battling to keep up with the sluggers."
2137,1,Karzai deputy escapes a roadside bombing,"A deputy to Afghanistan #39;s president, Hamid Karzai, escaped a roadside bombing in northern Afghanistan on Monday, just four days after a rocket was fired at Karzai #39;s helicopter as he was heading to a campaign event for the Oct. 9 elections.","A deputy to President Hamid Karzai has escaped a roadside bombing in the capital, where he was killed."
2138,4,Study: Wrecks Jump 3 Days After Terrorism,"Fatal traffic accidents increase sharply in Israel on the third day after a terrorist attack, and researchers are searching for an explanation why.","The number of shattered ships and their wreckage rose 3 days after the terrorist attacks, a study found."
2139,4,"TI touts combo chip with VoIP, Wi-Fi",The chipmaker announces a chip that combines VoIP (voice over Internet Protocol) and Wi-Fi into a single chip.,"TI Corp. has announced a new combination of its TI-based VoIP and Wi-Fi chipsets, which will be available in the next few months."
2140,1,Scores of Iraqis die in 3 days of attacks,"US troops fought a gunbattle with insurgents along a busy street in Baghdad today, sending passers-by scurrying for cover, witnesses said, Five US troops were reported killed in separate clashes in a volatile western province as ","SAN FRANCISCO (Reuters) - Scores of Iraqis have died in three days of attacks on their homes and businesses, the government said on Thursday."
2141,4,TV aims for prime time in digital home,New standard uses Web-based protocols to let televisions control other devices in a home.,"TV is aiming for prime time in the digital home, but it will be a big challenge for the home."
2142,4,TruSecure merges with Betrusted,"BOSTON - Information security services companies TruSecure Corp. and Betrusted plan to announce on Tuesday that they have merged, forming a new company called Cybertrust.","TruSecure, the world #39;s largest security provider, has merged with Betrusted Security Inc."
2143,4,JBoss 4.0 Released,"JBoss, the self-proclaimed Professional Open Source company, released JBoss Application Server 4.0 today. The announcement follows closely behind the announcements of JBossCache 1.1 and the company #39;s new partnership with Sleepycat Software.","JBoss 4.0 is the latest version of the Java operating system, and it's a great way to get started."
2144,2,Ankiel Impressing Cardinals in September (AP),"AP - At the very least, Rick Ankiel is laying the groundwork for a run at the St. Louis Cardinals' rotation next season.","AP - The Cardinals beat the Cardinals 1-0 in September, and quarterback Ankiel Murray scored twice."
2145,4,A  #39;Plan B #39; for PeopleSoft customers,"com September 20, 2004, 6:13 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.","PeopleSoft Inc. has announced a plan to expand its customer base by announcing a new product line, which will be available in the next few months."
2146,2,Silvestre #39;s double goals help Man. United beat Liverpool,Silvestre became Man. United #39;s hero as he scored twice to lift a 2-1 victory over Liverpool for home side when all eyes were on Rio Ferdinand as he returned after an eight-match ban on Monday.,Manchester United beat Liverpool 1-0 on Saturday to move up to third in the Premier League table.
2147,2,"Winslow, McAllister, Maddox Among Injured (AP)",AP - The rookie season of Cleveland Browns tight end Kellen Winslow Jr. may have ended after just two games.,"AP - The three-time All-Stars were among the injured in the first round of the NFL playoffs on Saturday, but they were not injured."
2148,3,Trans-Tasman war hots up,"AIR New Zealand and Qantas Airways face the prospect of intensifying competition on its trans-Tasman route from other airlines now that a proposed alliance between the pair has been blocked, according to analysts.","The Trans-Tasman war has raged on for a while, but the tensions between the two countries have cooled down."
2149,4,Mars gases reveal enticing clues for life,"Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say.","NASA scientists have discovered that the atmosphere of the Mars surface is a source of life, and that it may be a source of life for the first time."
2150,1,"Hu top dog, but more of same for now","China #39;s new leader is forging ahead with policies set by Jiang, but trouble with Taiwan looms. BEIJING--Having taken over Sunday as chairman of the ruling Communist Party #39;s ","The Huskys are the top dogs in the world, but they're not the best. They're the best."
2151,4,Europeans hail latest data from Mars,"The European Space Agency says data collected by its probe, Mars Express, has provided new evidence in the search for life on Mars.",The European Union has a new data set from Mars that could help it to make a better decision on the future of the planet.
2152,3,Jury Nearly Set for Enron Criminal Trial (Reuters),Reuters - Opening arguments in the first criminal\case against former Enron Corp. employees are set to begin\after a federal court spent Monday whittling down a panel of\Houston-area residents to find an impartial jury in the city\still stinging from the company's downfall.,"Reuters - A jury is nearing the verdict in the case of Enron Corp., the world #39;s largest oil producer, on charges of supplying a chemical to the United States."
2153,2,Garcia a key player in Europeans #39; success,"In the end, the Europeans took their shoes off and threw them into the gallery at Oakland Hills. By Amy Sancetta, AP. Did this mean they were shoo-ins to beat the USA in the Ryder Cup?","The Spanish coach, who has been a key player in the success of the European Championships, has said that he is confident that his team will be able to win the tournament."
2154,1,Annan Faults Both Sides of Terror War for Eroding Rule of Law,"U.N. Secretary General Kofi Annan will tell the 191-member U.N. General Assembly on Tuesday that the rule of law in the post-Sept. 11  world has been eroded both by the United States and by other nations as they battle terrorism, and by Islamic extremists and their horrific acts of violence, according to senior U.N. officials.","The US president, who has been a key figure in the war on terror, has blamed both sides of the conflict for eroding the rule of law."
2155,2,George: Loss evicts Marlins #39; playoff hopes,"MIAMI GARDENS - Monday was supposed to be moving day for the Florida Marlins, a playoff contender already marked extremely fragile.","The Marlins #39; ace, who has been a key part of the Marlins #39; playoff hopes, was evicted by a loss to the Los Angeles Dodgers on Sunday night."
2156,3,US rates seen headed up despite soft-spot worries,"Federal Reserve policy-makers were expected to raise US interest rates on Tuesday for a third time this year, continuing to lift borrowing costs from rock ","The US economy grew in the second quarter, but the dollar slipped in the second quarter, despite concerns about a soft-spot economy."
2157,3,Nike Profit Up 25 Pct. on Converse Boost,"Nike Inc. (NKE.N: Quote, Profile, Research) on Monday reported a 25 percent rise in quarterly profit, topping Wall Street estimates, on strong sales of Converse sneakers ","Nike Inc. said on Thursday that its profit rose 25 percent on the Booster Air Jordans, a new shoe that it said will boost its sales of the Air Jordans."
2158,1,US Hostage Apparently Beheaded,(CBS/AP) A video posted on an Islamic Web site Monday shows the apparent beheading of a man identified in the tape as American construction contractor Eugene Armstrong.,"The US hostage, who was reportedly beheaded by a savage gang of gangsters, was a former US soldier who was captured in Iraq in the early 1990s."
2159,1,Colombia militant gunned down,"A top leader of Colombia #39;s right-wing paramilitaries has been assassinated, throwing into further doubt the ongoing peace process with the government.","Colombian police have shot dead a militant in the capital, killing at least two people and wounding at least three others."
2160,2,James Lawton: In mourning for big fights of Las Vegas,"En route to Las Vegas for the world heavyweight title fight between Vitali Klitschko and Britain #39;s Danny Williams, there is, inevitably, an old stirring of that anticipation which is familiar to almost anyone who has attended a big fight.",The defending champions of the World Series of Boxing are mourning the loss of their big fights in Las Vegas.
2161,1,PM to discuss strategic partnership,"Prime Minister Manmohan Singh arrived on Tuesday for the first major diplomatic foray that includes talks with US President George W Bush, Pakistan President Pervez Musharraf and address to the UN General Assembly.","The Prime Minister will discuss the strategic partnership with the United Nations on Monday, a day after the United Nations announced that it would not be able to make a decision on the future of the United Nations."
2162,4,Free Windows doesn #39;t stop Linux rush,"WINDOWS IS  #39;free #39; in Iran, but even there is an increasing move towards Linux, according to an AFP report. Apparently, because Iran refuses to abide by international copyright laws, pirated copies of Windows make the product free and everyone uses it.",The free Windows operating system isn #39;t stopping Linux from rushing to the market.
2163,3,Nestle Confirms Targets After Rivals Warn,"Nestle confirmed its 2004 guidance on Tuesday, a day after competitors Unilever and Colgate-Palmolive cast doubts over the consumer goods industry #39;s outlook by issuing profit warnings.","Nestle Inc. said on Tuesday it has confirmed that it will target a number of rival companies in the U.S. and Canada, citing a warning from rivals."
2164,1,Jeanne death toll over 600 in Haiti,(09/21/04)-- The death toll keeps rising in Haiti. Officials say at least 622 people have been killed by Hurricane Jeanne. Jeanne was downgraded to a tropical ,"Haiti #39;s death toll from the shooting of a woman in the Haitian capital, Jeanne, jumped to over 600 on Sunday, the government said."
2165,4,Oracle uses Apple storage gear,"Apple Computer #39;s rack-mounted storage system received a vote of confidence Monday, with database giant Oracle endorsing the Xserve RAID as part of an initiative to cut storage costs.",Oracle has a new storage solution that will allow it to store data on its servers.
2166,4,"Cisco, Fujitsu team on high-end networking",Fujitsu has joined the networking parade by agreeing to sell Cisco #39;s high-end routers and switches in Japan. It should come as no surprise as the market for high-end routers heats up.,Cisco and Fujitsu have teamed up to develop a high-end networking solution for the enterprise.
2167,1,Israel Unions Start Nationwide Strike," JERUSALEM (Reuters) - Israeli unions began a nationwide  strike on Tuesday expected to affect about 400,000 public  sector workers and severely hamper international travel.",Israel #39;s largest unions are launching a nationwide strike on Monday to protest the Israeli government #39;s decision to reopen the country #39;s military base.
2168,3,Clouds darken PeopleSoft conference,"SAN FRANCISCO -- PeopleSoft Inc. is trying to create a party-like atmosphere at its annual customer conference, but this week's gathering may feel more like a wake with rival Oracle Corp.'s \$7.7 billion takeover bid looming larger than ever.","The cloud-based PeopleSoft conference is a sombre affair, with a sombre atmosphere and a sombre atmosphere."
2169,3,"Ask Jeeves retools search engine in bid to catch Google, Yahoo","SAN FRANCISCO -- Hoping to emerge from the shadow of its more popular rivals, Ask Jeeves Inc. is adding new tools for visitors to save and organize links to Web pages they find through the company's online search engine.","Ask Jeeves Inc., the world #39;s largest search engine, has retooled its search engine to catch Google and Yahoo."
2170,4,Sony Shows Smaller PlayStation 2 (AP),AP - Sony Corp. on Tuesday showed a smaller book-size PlayStation 2 going on sale worldwide next month that will help the Japanese electronics and entertainment giant cut costs as video-game consoles continue to drop in price.,"AP - Sony Corp. said on Tuesday it will release a smaller version of its PlayStation 2 console, which will be available in the U.S. market for the first time since the company's acquisition of Sony Corp."
2171,2,Winning NFL Turnover Battle Does Count (AP),"AP - Joe Gibbs had seen it before, although he didn't remember: On Dec. 7, 1986, his Washington Redskins turned the ball over seven times and lost to the New York Giants.","AP - The NFL's biggest turnover battle is over, and it's not about the money. It's about the money."
2172,1,Bush enforces new US diplomacy (AFP),"AFP - President George W. Bush has rewritten US foreign policy during four years at the White House, with the war on terror now taking priority and doubt cast on some traditional alliances.","AFP - President Bush has imposed new US diplomacy on the United States, a move that will help the country's foreign policy."
2173,1,India seeks new TV bids,The Indian Board re-opens the bidding for TV rights after Australian threaten to cancel their tour.,"India has sought to re-establish its TV industry by launching a new bid for the country #39;s largest television company, announcing on Tuesday that it will be seeking a new bid from the US."
2174,1,Iran Announces Uranium Conversion Tests,"Defying a key demand set by 35 nations, Iran announced Tuesday that it has started converting raw uranium into the gas needed for enrichment, a process that can be used to make nuclear weapons.","Iran has announced that it will test a new nuclear reactor to convert uranium into uranium, a move that could lead to a new nuclear program."
2175,3,Strong Chinese demand props up oil,"Crude hovers around \$46 a barrel amid demand from most populous country, damage reports from Ivan. LONDON (Reuters) - Oil prices held above \$46 a barrel Tuesday as China showed no letup in its strong demand ","China #39;s strong demand for oil and gas helped boost the country #39;s economy, boosting demand for the oil and gas sector."
2176,4,Ask Jeeves revamps search engine,"Ask Jeeves Inc. has made three significant enhancements to its search engine, as the Emeryville, California company continues to take aim at its much larger competitors ","Ask Jeeves, the world #39;s largest search engine, has redesigned its search engine to include more than a dozen new features."
2177,4,Internet Ad Revenues Jump 40 Percent,"Internet advertising revenues jumped 40 percent in the first half of this year, driven largely by the growing popularity of keyword ads tied to search results.","The Internet advertising industry is booming, with the number of advertisers registering ads on the Internet jumped 40 percent in the last year."
2178,4,Child Abuse Leads to Adult Heart Disease,"By Ed Edelson, HealthDay Reporter    HealthDayNews -- Children who are abused or neglected grow up to be adults with a significantly greater risk of heart disease, a new study says.    It's the first study to show a direct link between a wide range of childhood problems and ischemic heart disease -- blockage of the arteries that leads to heart attacks and other major problems, said Maxia Dong, a medical epidemiologist at the U.S...",The CDC has released a report that shows that child abuse can lead to heart disease in adults.
2179,4,"Gates, Ballmer pay holds at about \$900,000","Paychecks stay the same for the top two, but compensation changes for other Microsoft workers as stock grants replace options.","The pay of Bill Gates and John Ballmer is expected to remain at about $900,000, according to the company's annual report."
2180,4,Gates and Ballmer get pay raises,"Bill Gates and Steve Ballmer each received total compensation of \$901,667 in Microsoft Corp.'s 2004 fiscal year, up 4.4 percent from \$863,447 one year ago.","The two former NFL players have been given a raise in their pay, and they will be paid a total of $1 million each."
2181,4,Will WiMax Replace DSL? (PC World),"PC World - Despite Intel's support of the emerging wireless technology, some doubt its potential.","PC World - WiMax will replace DSL, the Internet service provider's wireless network, in the next few years."
2182,3,"Stocks Edge Up, Goldman Earns Give Lift"," NEW YORK (Reuters) - U.S. stocks edged up on Tuesday as  investors expected the Federal Reserve to stay on a course of  ""measured"" interest-rate increases, while major Wall Street  investment banks rose on higher profits.","NEW YORK (Reuters) - Stocks rose on Monday as Goldman Sachs Inc., the world #39;s largest gold producer, said it had a strong second-quarter profit and a strong earnings report."
2183,1,Election chaos? (U.S. News   World Report),"U.S. News   World Report - Michael Cadigan's day job is practicing commercial law in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other lawyers are immersing themselves in the intricacies of election law. On Election Day, they plan to be out in force for Democrat John Kerry at polling places across New Mexico, where Al Gore won in 2000 by just 366 votes.  quot;We know there was a lot of monkey business with counting ballots before, quot; says Cadigan.  quot;We want to make sure that doesn't happen again. ...","U.S. News World Report - The election of President Bush and his successor, Donald Trump, has been a stumbling block for the United States."
2184,1,Goss Gets Senate Panel's OK for CIA Post,"WASHINGTON - A Senate panel on Tuesday approved the nomination of Rep. Porter Goss, R-Fla., to head the CIA, overcoming Democrats' objections that Goss was too political for the job...","SAN FRANCISCO (Reuters) - The Senate panel on the CIA's operations has approved a proposal to post a CIA agent in the United States, a move that could help the agency avoid a possible lawsuit."
2185,4,"US star slams sweet-rustlin', phone beepin' theatre crowd (AFP)","AFP - Kevin Spacey, the US screen star who is spending a season working for one of London's top West End theatres, lashed out at members of the audience who rustle sweet wrappers and forget to turn off their mobile phones during performances.","AFP - A US star has slammed a crowd of a packed theatre in the US capital, saying it was a'sweet-rustlin', phone-beepin' crowd."
2186,3,Jolly Online Shoppers Making Cash Registers Jingle,"Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday.",The jolly online shoppers who are making cash registers for their stores are making a jingle.
2187,1,Bush Condemns Beheading of U.S. Hostage (AP),"AP - President Bush on Tuesday condemned the beheading of American hostage Eugene Armstrong, telling interim Iraqi Prime Minister Ayad Allawi, ""We will not allow these thugs and terrorists to decide your fate and decide my fate.""","AP - President Bush has condemned the beheading of a U.S. hostage, saying it was a ""serious mistake"" and that the killing was a ""serious mistake"""
2188,3,Martha Stewart Is Allowed to Start Prison Term Early,"A federal judge ordered Martha Stewart today to surrender for prison by Oct. 8, granting the Ms. Stewart's request to begin serving her sentence for lying about a stock sale.","Martha Stewart, the former television host of the popular television series The Spectator, has been allowed to start her prison term early."
2189,3,Ontario Securities Commission accuses 4 fund mangers of improper &lt;b&gt;...&lt;/b&gt;,TORONTO (CP) - The Ontario Securities Commission is warning four Canadian mutual fund managers of  quot;potential enforcement proceedings quot; for improper trading.,The Ontario Securities Commission has accused four fund managers of improper quot;investment quot; and quot;investment quot;.
2190,3,Business Week Names Adler Its New Editor,"Stephen J. Adler, deputy managing editor of The Wall Street Journal, has been named editor of Business Week magazine, succeeding Stephen B. Shepard, who announced last week that he would retire from the magazine to become the first dean of a new ","Business Week has named John Adler as its new editor, a move that will help the publication continue to grow and expand."
2191,4,Noah's Ark Quest Dead in Water -- Was It a Stunt?,"In April a Christian activist announced a summer 2004 expedition to search for Noah's ark. The quest didn't happen, and now critics are questioning the project's credibility.","Noah's Ark was buried in the ocean, but the ark was still alive."
2192,2,Golf: Woods #39; bitter sip from cup,"MICHIGAN - Tiger Woods finished the 35th Ryder Cup on a personal winning note in the last-day singles, but the enigma of his relationship with the biennial team competition remains.","The world #39;s best golfer, Tiger Woods, has a bitter sip of a cup of tea."
2193,4,VeriSign bundles authentication tools,"Unified support for passwords, smart cards and tokens means better network security, the company says.","VeriSign, the world #39;s largest provider of authentication tools, has announced a new bundle of tools that will allow users to use their own credentials and passwords."
2194,4,Study: MP3 player market to explode,IDC says there's tough competition ahead for the iPod as manufacturers launch rival portable jukeboxes.,"The market for MP3 players is expected to explode in the second quarter, according to a study released by the European Commission."
2195,1,Iraq #39;s Sunni-Shiite tension rising,"The killing of two Sunni clerics earlier this week could be part of a slide toward sectarian civil war, analysts say. By Howard LaFranchi  Staff writer of The Christian Science Monitor.","Iraq #39;s Sunni-Shiite tensions are rising in the country #39;s northern provinces, a report said on Thursday."
2196,4,Ask Jeeves Search Engine Gets Slim and Personal,"Ask Jeeves Search Engine Gets Slim and Personal\\Ask Jeeves has introduced new changes which have totally made over the search engine which hopes to give Yahoo, MSN and Google a run for their money. The new changes at Ask.com include MyJeeves personal search, a revamped local search, and an update ...",The Ask Jeeves search engine is now able to search for personal information on the Internet.
2197,4,News: WLANs go feral in corporate undergrowth,"Frustrated employees are taking IT into their own hands by installing DIY Wi-Fi access points (APs) in their offices while their IT departments don't even notice, according to Gartner.\",The Internet of Things (WiFi) is a new technology that has become a staple in the corporate world.
2198,3,Jury calls WTC attack two events,Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences.,"The World Trade Center (WTC) has ruled that two events in the United States were a terrorist attack, and that the WTC is not responsible for the attacks."
2199,4,Space O2 Generator Fails Again,"Repairs to the oxygen generator onboard the International Space Station seemed to work, but then failed the following day. Astronauts are again limited to backup oxygen supplies. By Amit Asaravala.","The space O2 generator failed again on Tuesday, causing a slew of problems."
2200,4,Nothing Robotic About Robo-Art,"The ArtBots show in New York this past weekend proved that robots can wax artistic, too -- or at least carry out the instructions of their artistic creators. Cyrus Farivar reports from New York.","The robots aren't robots, but they're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots. They're robots."
2201,2,Man United Midfielder Roy Keane Charged (AP),AP - Manchester United midfielder Roy Keane was charged with assault and criminal damage Tuesday over an alleged confrontation with a 16-year-old boy.,AP - Manchester United midfielder Roy Keane was charged with a felony charge of attempting to rob a player of his right foot in the United States on Wednesday.
2202,4,"Boeing, IBM Strategic Alliance Boosts Net-Centric Technology","From the 1950 #39;s until the present, one of the dominant companies in the world #39;s computer industry. Offers a variety of data processing hardware systems, system and application software, and information technology services.",Boeing and IBM have announced a strategic alliance that will help the company build a new technology that can help it scale its business to the next level.
2203,1,Goss Gets Senate Panel's OK for CIA Post (AP),"AP - A Senate panel on Tuesday approved the nomination of Rep. Porter Goss, R-Fla., to head the CIA, overcoming Democrats' objections that Goss was too political for the job.","AP - Former CIA director John Goss has been granted approval by the Senate Committee on Foreign Relations, which is considering a proposal to post a CIA agent in the United States."
2204,3,Jabil Circuit Posts Higher Profit," SAN FRANCISCO (Reuters) - Contract electronics manufacturer  Jabil Circuit Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JBL.N target=/stocks/quickinfo/fullquote""&gt;JBL.N&lt;/A&gt; on Tuesday posted a higher quarterly  profit on stronger demand for computers, cellphones and other  electronic products.","Jabil Circuit, the world #39;s largest circuit, posted a higher profit on Thursday, a day after announcing a new merger with the US government."
